StacksLocus	SymbioLocus	PercentIdent	Length	Mismatch	GapOpen	QStart	QEnd	Sstart	SEnd	Evalue	BitScore
CLocus_19311_Sample_66_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_67_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_67_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_67_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_67_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_67_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_67_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_68_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_68_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_68_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_68_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_68_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_68_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_69_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_69_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_69_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_69_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_69_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_69_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_70_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_70_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_70_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_70_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_70_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_70_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_71_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_71_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_71_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_71_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_71_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_71_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_72_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_72_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_72_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_72_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_72_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_72_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_73_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_73_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_73_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_73_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_73_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_73_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_74_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_74_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_74_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_74_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_74_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_74_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_75_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_75_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_75_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_75_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_75_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_75_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_76_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_76_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_76_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_76_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_76_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_76_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_77_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_77_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_77_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_77_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_77_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_77_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_78_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_78_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_78_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_78_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_78_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_78_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_79_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_79_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_79_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_79_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_79_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_79_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_81_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_81_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_81_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_81_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_81_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_81_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_82_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_82_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_82_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_82_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_82_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_82_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_83_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_83_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_83_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_83_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_83_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_83_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_84_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_84_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_84_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_84_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_84_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_84_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_85_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_85_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_85_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_85_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_85_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_85_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_86_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_86_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_86_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_86_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_86_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_86_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_87_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_87_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_87_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_87_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_87_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_87_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_88_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_88_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_88_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_88_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_88_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_88_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_89_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_89_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_89_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_89_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_89_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_89_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_90_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_90_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_90_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_90_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_90_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_90_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_91_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_91_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_91_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_91_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_91_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_91_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_92_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_92_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_92_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_92_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_92_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_92_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_93_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_93_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_93_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_93_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_93_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_93_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_26429_Sample_10_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_10_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_10_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_10_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_9_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_9_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_9_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_9_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_1_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_1_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_1_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_1_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_2_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_2_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_2_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_2_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_3_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_3_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_3_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_3_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_4_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_4_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_4_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_4_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_5_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_5_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_5_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
